FIELD_Country,FIELD_field_latitude,FIELD_field_longitude,FIELD_name,FIELD_County,FIELD_plantingSeason,FIELD_pipeline,FIELD_year,commercialName,createdBrand,createdTechnology,OBS_observationRefCd,OBS_descriptorAbbreviation,OBS_numValue,REP_repetitionNumber,QC_Flag,OBS_growthStage,protocolTitle,SETS_setName
Argentina,-27.013662,-64.906073,SRUIZ_LOSPEREYRA_BENITO1_FFUNG22,Cruz Alta,2022,North,2022,DK7210PRO4,,,LDSR,PUCCSO,0,1,,R4,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORFUNG
Argentina,-37.204900210336,-59.285430026733,RLOPE1_TANDIL_HEER_EARLY_FFUNG22,Tandil,2022,South,2022,AX7039MQK1,,,YLD,N/A,109.65,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-36.869191030596,-59.913329500802,RLOPE1_AZUL_SCHANG_LATE_FFUNG22,Azul,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,SETOTU,0,1,,R4,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-26.539865,-60.650689,CSALO9_AVIATERAY_DONSANTIAGO_FFUNG22_FAMB22,Independencia,2022,North,2023,DK7447VT3P,DEKALB,,YLD,N/A,65.989487,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTEA3
Argentina,-30.7798454,-64.0809429,DBORE_SARMIENTO_CHIALVA_LATE_FUNG22 _(EX-GCHWS),Colon,2022,South,2022,AX7761VT3P,NIDERA,VT3P,LDSR,PUCCSO,0,1,,30DAA,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-32.5546041,-64.3840154,GGBLAN_ELENA_BUSILLI_EARLY_GEO_FFUNG22,Rio Cuarto,2022,South,2022,AX7761VT3P,NIDERA,VT3P,LDSR,PUCCSO,0,1,,Application A,ARG 22 SM COM CORN GERM GEO FTN,GEOFTNTMP
Argentina,-34.011230642844,-60.789110091006,GFKVN_PINZON_TESTA_EARLY_FFUNG22,Pergamino,2022,South,2022,DK6962VT3P,DEKALB,VT3P,YLD,N/A,91.04,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPA1
Argentina,-27.013662,-64.906073,SRUIZ_LOSPEREYRA_BENITO1_FFUNG22,Cruz Alta,2022,North,2022,DK7210PRO4,,,LDSR,PUCCSO,0,1,,VT,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORFUNG
Argentina,-34.011230642844,-60.789110091006,GFKVN_PINZON_TESTA_EARLY_FFUNG22,Pergamino,2022,South,2022,AX7761VT3P,NIDERA,VT3P,YLD,N/A,76.7,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPA1
Argentina,-36.153025609237,-62.583586182819,GLNQJ_TRENQUELAUQUEN_YARZA_EARLY_FFUNG22,Trenque Lauquen,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,PUCCSO,1,1,,Application A,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-33.038281601986,-63.6784169272,GGBLAN_BENGOLEA_ELORZA_LATE_GEO_FUNG22,Juarez Celman,2022,South,2022,LT344VT3P,LA TIJERETA,VT3P,YLD,N/A,94.21,1,,Not Applicable,ARG 22 SM COM CORN GERM GEO FTN,GEOFTNTAP
Argentina,-26.539865,-60.650689,CSALO9_AVIATERAY_DONSANTIAGO_FFUNG22_FAMB22,Independencia,2022,North,2023,AX7814MQK1,,,YLD,N/A,61.602607,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTEA3
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK7270VT3P,DEKALB,,YLD,N/A,45.351474,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-33.038281601986,-63.6784169272,GGBLAN_BENGOLEA_ELORZA_LATE_GEO_FUNG22,Juarez Celman,2022,South,2022,AX7175MQK1,,,YLD,N/A,92.53,1,,Not Applicable,ARG 22 SM COM CORN GERM GEO FTN,GEOFTNTBP
Argentina,-26.539865,-60.650689,CSALO9_AVIATERAY_DONSANTIAGO_FFUNG22_FAMB22,Independencia,2022,North,2023,DK7220VTPRO4,DEKALB,PRO4,YLD,N/A,85.02561,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTEA2
Argentina,-33.978761690924,-61.627261021992,EEBONA_VILLACANAS_FUMISEM_LATE_FFUNG22,General Lopez,2022,South,2022,AX7178MQK1,,,YLD,N/A,81.16,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-32.74015408,-62.53816159,DBORE_SANMARCOS_GHIGLIONE_EARLY_FFUNG22,Union,2022,South,2022,DK7210VT3P,DEKALB,,YLD,N/A,55.02,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-34.011230642844,-60.789110091006,GFKVN_PINZON_TESTA_EARLY_FFUNG22,Pergamino,2022,South,2022,AX7761VT3P,NIDERA,VT3P,YLD,N/A,81.632653,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-33.038281601986,-63.6784169272,GGBLAN_BENGOLEA_ELORZA_LATE_GEO_FUNG22,Juarez Celman,2022,South,2022,DK7210VT3P,DEKALB,,YLD,N/A,87.247933,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-30.7798454,-64.0809429,DBORE_SARMIENTO_CHIALVA_LATE_FUNG22 _(EX-GCHWS),Colon,2022,South,2022,LT721PRO4,,,YLD,N/A,111.11,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-26.539865,-60.650689,CSALO9_AVIATERAY_DONSANTIAGO_FFUNG22_FAMB22,Independencia,2022,North,2023,DK7270TRE,,,YLD,N/A,71.350461,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTEA1
Argentina,-25.979988842961,-65.080862991629,SRUIZ_MOGOTE_ESPEJO_FFUNG22,Rosario de la Frontera,2022,North,2022,LT723PRO4,,,YLD,N/A,47.683771,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-25.979988842961,-65.080862991629,SRUIZ_MOGOTE_ESPEJO_FFUNG22,Rosario de la Frontera,2022,North,2022,DK7220VTPRO4,DEKALB,PRO4,LDSR,SETOTU,0,1,,R5,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORFUNG
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,SETOTU,0,1,,R1,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-34.011230642844,-60.789110091006,GFKVN_PINZON_TESTA_EARLY_FFUNG22,Pergamino,2022,South,2022,LT718VT3P,,,YLD,N/A,80.4,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPA1
Argentina,-26.539865,-60.650689,CSALO9_AVIATERAY_DONSANTIAGO_FFUNG22_FAMB22,Independencia,2022,North,2023,DK7612VT3P,DEKALB,VT3P,YLD,N/A,97.801183,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTEA1
Argentina,-26.2859435,-60.3823609,CSALO9_TRESISLETAS_MATESA_FFUNG22,Maipu,2022,North,2023,BRV8472PWU,,,YLD,N/A,41.200383,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,PUCCSO,0,1,,R4,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-33.978761690924,-61.627261021992,EEBONA_VILLACANAS_FUMISEM_LATE_FFUNG22,General Lopez,2022,South,2022,DK7210RR2,DEKALB,,YLD,N/A,66.34,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-36.1538758,-62.5857026,GLNQJ_TRENQUELAUQUEN_YARZA_LATE_FFUNG22,Trenque Lauquen,2022,South,2022,LT718VT3P,,,YLD,N/A,109.43,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-33.122319,-63.076649,DBORE_PASCANAS_BERTODO_EARLY_FFUNG22,Union,2022,South,2022,DK7272TRE,,,LDSR,PUCCSO,0,1,,30DAA,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-30.7798454,-64.0809429,DBORE_SARMIENTO_CHIALVA_LATE_FUNG22 _(EX-GCHWS),Colon,2022,South,2022,AX7178MQK1,,,YLD,N/A,100.71,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-23.36341,-64.053705,SRUIZ_PICHANAL_ROBERTOCHA_FFUNG22,Oran,2022,North,2023,DK7710PRO4,,,YLD,N/A,47.206753,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-37.204900210336,-59.285430026733,RLOPE1_TANDIL_HEER_EARLY_FFUNG22,Tandil,2022,South,2022,DK7270VT3P,DEKALB,,YLD,N/A,115.48,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-25.979988842961,-65.080862991629,SRUIZ_MOGOTE_ESPEJO_FFUNG22,Rosario de la Frontera,2022,North,2022,DK7210RR2,DEKALB,,YLD,N/A,49.881886,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,P2167VYHR,,,YLD,N/A,24.677642,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK7272TRE,,,YLD,N/A,47.055509,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-32.74015408,-62.53816159,DBORE_SANMARCOS_GHIGLIONE_EARLY_FFUNG22,Union,2022,South,2022,DK7320VTPRO4,DEKALB,PRO4,YLD,N/A,65.07,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-34.430423482588,-59.742712661692,GFKVN_CARECO_MONCHO_LATE_FFUNG22,Carmen de Areco,2022,South,2022,DK7272TRE,,,YLD,N/A,53.781363,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-25.979988842961,-65.080862991629,SRUIZ_MOGOTE_ESPEJO_FFUNG22,Rosario de la Frontera,2022,North,2022,DK7710VT3P,DEKALB,,YLD,N/A,43.30643,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-26.2859435,-60.3823609,CSALO9_TRESISLETAS_MATESA_FFUNG22,Maipu,2022,North,2023,DK7447VT3P,DEKALB,,YLD,N/A,59.499774,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-23.36341,-64.053705,SRUIZ_PICHANAL_ROBERTOCHA_FFUNG22,Oran,2022,North,2023,DK7220VTPRO4,DEKALB,PRO4,YLD,N/A,61.863905,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORFUNG
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,PUCCSO,0,1,,V12,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-32.74015408,-62.53816159,DBORE_SANMARCOS_GHIGLIONE_EARLY_FFUNG22,Union,2022,South,2022,AX7761VT3P,NIDERA,VT3P,LDSR,PUCCSO,0,1,,Application A,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-36.153025609237,-62.583586182819,GLNQJ_TRENQUELAUQUEN_YARZA_EARLY_FFUNG22,Trenque Lauquen,2022,South,2022,AX7761VT3P,NIDERA,VT3P,YLD,N/A,94.47,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,AX7761VT3P,NIDERA,VT3P,LDSR,PUCCSO,0,1,,V12,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-33.978761690924,-61.627261021992,EEBONA_VILLACANAS_FUMISEM_LATE_FFUNG22,General Lopez,2022,South,2022,DK7320VTPRO4,DEKALB,PRO4,YLD,N/A,74.09,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-34.011230642844,-60.789110091006,GFKVN_PINZON_TESTA_EARLY_FFUNG22,Pergamino,2022,South,2022,LT725VT3P,LA TIJERETA,,YLD,N/A,94.44,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPA1
Argentina,-34.011230642844,-60.789110091006,GFKVN_PINZON_TESTA_EARLY_FFUNG22,Pergamino,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,SETOTU,0,1,,R1,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPA1
Argentina,-32.74015408,-62.53816159,DBORE_SANMARCOS_GHIGLIONE_EARLY_FFUNG22,Union,2022,South,2022,AX7761VT3P,NIDERA,VT3P,YLD,N/A,61.191979,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-23.36341,-64.053705,SRUIZ_PICHANAL_ROBERTOCHA_FFUNG22,Oran,2022,North,2023,SYN126VIP3,SYNGENTA,VIP3,YLD,N/A,60.911939,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-27.013662,-64.906073,SRUIZ_LOSPEREYRA_BENITO1_FFUNG22,Cruz Alta,2022,North,2022,DK7210PRO4,,,LDSR,PUCCSO,0,1,,R3,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORFUNG
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK7320VTPRO4,DEKALB,PRO4,YLD,N/A,41.830697,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-36.1538758,-62.5857026,GLNQJ_TRENQUELAUQUEN_YARZA_LATE_FFUNG22,Trenque Lauquen,2022,South,2022,AX7761VT3P,NIDERA,VT3P,YLD,N/A,97.12,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-34.430423482588,-59.742712661692,GFKVN_CARECO_MONCHO_LATE_FFUNG22,Carmen de Areco,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,PUCCSO,0,1,,Application A,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,LT723PRO4,,,YLD,N/A,52.489635,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK7210VT3P,DEKALB,,YLD,N/A,45.174362,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-33.038281601986,-63.6784169272,GGBLAN_BENGOLEA_ELORZA_LATE_GEO_FUNG22,Juarez Celman,2022,South,2022,LT721PRO4,,,YLD,N/A,95.15,1,,Not Applicable,ARG 22 SM COM CORN GERM GEO FTN,GEOFTNTBP
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,SETOTU,0,1,,R4,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-26.2859435,-60.3823609,CSALO9_TRESISLETAS_MATESA_FFUNG22,Maipu,2022,North,2023,DK7702TRE,,,YLD,N/A,58.826478,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-30.7798454,-64.0809429,DBORE_SARMIENTO_CHIALVA_LATE_FUNG22 _(EX-GCHWS),Colon,2022,South,2022,AX7175MQK1,,,YLD,N/A,100.83,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-36.153025609237,-62.583586182819,GLNQJ_TRENQUELAUQUEN_YARZA_EARLY_FFUNG22,Trenque Lauquen,2022,South,2022,DK7272TRE,,,YLD,N/A,105.72,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-36.869191030596,-59.913329500802,RLOPE1_AZUL_SCHANG_LATE_FFUNG22,Azul,2022,South,2022,NEXT226PWE,,,YLD,N/A,81.98,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-32.74015408,-62.53816159,DBORE_SANMARCOS_GHIGLIONE_EARLY_FFUNG22,Union,2022,South,2022,DK7272TRE,,,LDSR,PUCCSO,0,1,,Application A,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-27.013662,-64.906073,SRUIZ_LOSPEREYRA_BENITO1_FFUNG22,Cruz Alta,2022,North,2022,P2089VYHR,PIONEER,VYHR,LDSR,PUCCSO,0,1,,R4,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORFUNG
Argentina,-36.1538758,-62.5857026,GLNQJ_TRENQUELAUQUEN_YARZA_LATE_FFUNG22,Trenque Lauquen,2022,South,2022,DK7208TRE,,,YLD,N/A,106.42,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-26.2859435,-60.3823609,CSALO9_TRESISLETAS_MATESA_FFUNG22,Maipu,2022,North,2023,SYN126VIP3,SYNGENTA,VIP3,YLD,N/A,37.142769,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-32.5546041,-64.3840154,GGBLAN_ELENA_BUSILLI_EARLY_GEO_FFUNG22,Rio Cuarto,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,SETOTU,0,1,,R3,ARG 22 SM COM CORN GERM GEO FTN,GEOFTNTMP
Argentina,-33.038281601986,-63.6784169272,GGBLAN_BENGOLEA_ELORZA_LATE_GEO_FUNG22,Juarez Celman,2022,South,2022,DK7320VTPRO4,DEKALB,PRO4,YLD,N/A,89.83,1,,Not Applicable,ARG 22 SM COM CORN GERM GEO FTN,GEOFTNTAP
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,AX7370MQK1,,,YLD,N/A,54.228555,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK6962VT3P,DEKALB,VT3P,YLD,N/A,44.86844,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-34.430423482588,-59.742712661692,GFKVN_CARECO_MONCHO_LATE_FFUNG22,Carmen de Areco,2022,South,2022,DK7272TRE,,,YLD,N/A,65.19,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-23.36341,-64.053705,SRUIZ_PICHANAL_ROBERTOCHA_FFUNG22,Oran,2022,North,2023,DK7210PRO4,,,LDSR,PUCCSO,1,1,,30DAA,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORFUNG
Argentina,-23.36341,-64.053705,SRUIZ_PICHANAL_ROBERTOCHA_FFUNG22,Oran,2022,North,2023,DK7210PRO4,,,LDSR,PUCCSO,1,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-37.204900210336,-59.285430026733,RLOPE1_TANDIL_HEER_EARLY_FFUNG22,Tandil,2022,South,2022,AX7761VT3P,NIDERA,VT3P,YLD,N/A,111.14,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-36.153025609237,-62.583586182819,GLNQJ_TRENQUELAUQUEN_YARZA_EARLY_FFUNG22,Trenque Lauquen,2022,South,2022,DK7210PRO4,,,LDSR,PUCCSO,1,1,,Application A,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-37.204900210336,-59.285430026733,RLOPE1_TANDIL_HEER_EARLY_FFUNG22,Tandil,2022,South,2022,LT725VT3P,LA TIJERETA,,YLD,N/A,118.69,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-26.539865,-60.650689,CSALO9_AVIATERAY_DONSANTIAGO_FFUNG22_FAMB22,Independencia,2022,North,2023,P2089VYHR,PIONEER,VYHR,YLD,N/A,82.752276,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTEA1
Argentina,-34.011230642844,-60.789110091006,GFKVN_PINZON_TESTA_EARLY_FFUNG22,Pergamino,2022,South,2022,NEXT226PWE,,,YLD,N/A,87.92,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPA1
Argentina,-36.869191030596,-59.913329500802,RLOPE1_AZUL_SCHANG_LATE_FFUNG22,Azul,2022,South,2022,LT725VT3P,LA TIJERETA,,YLD,N/A,86.8,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-25.979988842961,-65.080862991629,SRUIZ_MOGOTE_ESPEJO_FFUNG22,Rosario de la Frontera,2022,North,2022,P2089VYHR,PIONEER,VYHR,YLD,N/A,47.295534,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORFUNG
Argentina,-25.979988842961,-65.080862991629,SRUIZ_MOGOTE_ESPEJO_FFUNG22,Rosario de la Frontera,2022,North,2022,LT785VT3P,,,YLD,N/A,32.982687,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-26.2859435,-60.3823609,CSALO9_TRESISLETAS_MATESA_FFUNG22,Maipu,2022,North,2023,DK7710VT3P,DEKALB,,YLD,N/A,58.756027,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-30.7798454,-64.0809429,DBORE_SARMIENTO_CHIALVA_LATE_FUNG22 _(EX-GCHWS),Colon,2022,South,2022,P2167VYHR,,,YLD,N/A,80.36,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-36.153025609237,-62.583586182819,GLNQJ_TRENQUELAUQUEN_YARZA_EARLY_FFUNG22,Trenque Lauquen,2022,South,2022,DK7303TRE,,,YLD,N/A,101.72,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-27.013662,-64.906073,SRUIZ_LOSPEREYRA_BENITO1_FFUNG22,Cruz Alta,2022,North,2022,DK7210PRO4,,,LDSR,SETOTU,0,1,,R4,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORFUNG
Argentina,-33.122319,-63.076649,DBORE_PASCANAS_BERTODO_EARLY_FFUNG22,Union,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,PUCCSO,0,1,,Application A,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-32.41625391,-58.89799788,VVSENK_GILBERT_ECKERDT_EARLY_FFUNG22,Gualeguaychu,2022,South,2022,DK7272TRE,,,LDSR,PUCCSO,0,1,,V12,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-32.74015408,-62.53816159,DBORE_SANMARCOS_GHIGLIONE_EARLY_FFUNG22,Union,2022,South,2022,DK7303TRE,,,YLD,N/A,58.22,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-32.74015408,-62.53816159,DBORE_SANMARCOS_GHIGLIONE_EARLY_FFUNG22,Union,2022,South,2022,DK7447VT3P,DEKALB,,YLD,N/A,41.44,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-25.979988842961,-65.080862991629,SRUIZ_MOGOTE_ESPEJO_FFUNG22,Rosario de la Frontera,2022,North,2022,DK7220VTPRO4,DEKALB,PRO4,YLD,N/A,53.284639,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-34.430423482588,-59.742712661692,GFKVN_CARECO_MONCHO_LATE_FFUNG22,Carmen de Areco,2022,South,2022,DK7210RR2,DEKALB,,YLD,N/A,41.26,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-34.430423482588,-59.742712661692,GFKVN_CARECO_MONCHO_LATE_FFUNG22,Carmen de Areco,2022,South,2022,NS7921VIP3CL,,,YLD,N/A,51.96,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-37.204900210336,-59.285430026733,RLOPE1_TANDIL_HEER_EARLY_FFUNG22,Tandil,2022,South,2022,DK7320VTPRO4,DEKALB,PRO4,YLD,N/A,110.73,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-37.204900210336,-59.285430026733,RLOPE1_TANDIL_HEER_EARLY_FFUNG22,Tandil,2022,South,2022,DK7272TRE,,,LDSR,PUCCSO,1,1,,Application A,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-36.869191030596,-59.913329500802,RLOPE1_AZUL_SCHANG_LATE_FFUNG22,Azul,2022,South,2022,DK7210VT3P,DEKALB,,LDSR,PUCCSO,0,1,,Application A,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMFUNG
Argentina,-36.869191030596,-59.913329500802,RLOPE1_AZUL_SCHANG_LATE_FFUNG22,Azul,2022,South,2022,DK7272TRE,,,LDSR,PUCCSO,0,1,,Application A,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
Argentina,-23.36341,-64.053705,SRUIZ_PICHANAL_ROBERTOCHA_FFUNG22,Oran,2022,North,2023,DK7210VT3P,DEKALB,,LDSR,PUCCSO,0,1,,R4,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNNORTE
Argentina,-37.204900210336,-59.285430026733,RLOPE1_TANDIL_HEER_EARLY_FFUNG22,Tandil,2022,South,2022,AX7181MQK1,,,YLD,N/A,110.18,1,,Not Applicable,ARG 22 SM COM CORN GERM FTN (ARG/URY),FTNTEMPL
